state,state_name,year,rate_per_100k,deaths
WY,Wyoming,2015,7.9,46
WY,Wyoming,2016,8.7,50
WY,Wyoming,2017,8.7,47
WY,Wyoming,2018,6.8,40
WY,Wyoming,2019,8.3,47
WY,Wyoming,2020,10.6,60
WY,Wyoming,2021,12.4,71
WY,Wyoming,2022,14.4,83
WY,Wyoming,2023,15.0,86
WY,Wyoming,2024,10.4,62
